2.226666667,0.9733333333,0.9733333333,2.226666667
0,3,4.5,3
5.542121396e-14,2.553546507,1.928004874e-09,-5.841674902
6.35239991e-13,-0.4490362644,-1.740345945,-2.350004222
2.804875082e-13,-0.7004583041,2.415256675e-07,8.386154835
1.295476506e-12,-0.02028915817,0.2530493985,-0.5556150299
117.8438368,0.4733377403,0.08825044038,21.72010412
-585.2535923,-1.703851271,-0.5866223751,-180.9124947
1522.224612,4.366794442,1.943321825,636.7103914
-2466.560269,-7.100289142,-3.942744069,-1311.577033
2548.126516,7.363825299,4.906404237,1649.804769
-1631.789166,-4.734185534,-3.679739233,-1246.792833
591.0898244,1.721612038,1.529222649,521.0897658
-92.68176096,-0.271006353,-0.2707971725,-92.68153044
0,1,9.762581409e-14,-1
5.171281083e-14,-0.1037468348,-1.531995708,-0.2373386652
5.93850037e-13,-1.032779447,3.046913212e-09,5.404988869
2.623804149e-13,-0.1250220299,0.6220892197,-1.496817945
1.213874298e-12,0.2241408683,3.040965839e-06,-6.138854078
102.8151591,0.3927068502,-0.1372181188,-22.75875877
-537.6109982,-1.575457669,0.3541849691,173.4398407
1414.025561,3.898770902,-1.360028022,-593.5521993
-2293.946746,-6.243182818,2.959497533,1219.312886
2369.721313,6.388833911,-3.836255242,-1533.899058
-1517.486711,-4.052140079,2.959328166,1159.280661
549.6658728,1.453529931,-1.255451311,-484.5393982
-86.18345137,-0.2256535858,0.2258454712,86.18404831
1,1,1,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
