1.4,0.6,0.6,1.4
0,3,4.5,3
-3.066799746e-12,2.539901145,4.397858402e-09,-5.926435973
0,-0.4265227135,-1.750713134,-2.322179
3.5671233e-11,-0.6975256306,-8.173288349e-08,8.861160245
0,-0.03153162532,0.2684552336,-0.9346967971
113.0386586,0.4285314902,0.07814146211,19.99602189
-558.6484502,-1.503215272,-0.5279739463,-171.8450561
1451.213614,3.863717556,1.723122087,607.231959
-2351.238601,-6.284761227,-3.49214994,-1251.040675
2429.119607,6.517401914,4.345805519,1573.412438
-1555.661404,-4.189691956,-3.259362338,-1188.931702
563.5439786,1.523504722,1.354542178,496.866893
-88.36740221,-0.2398084015,-0.2398670435,-88.36772809
0,1,0,-1
-3.183917391e-12,-0.1286314282,-1.515010546,-0.3001400207
0,-1.011888857,3.443406876e-09,5.509172584
3.560033897e-11,-0.1081758117,0.6001150156,-1.374231212
0,0.2145293703,-1.62998539e-06,-6.359111324
105.056189,0.3712597328,-0.1297296252,-23.44594706
-549.832507,-1.497737823,0.3365724634,177.7897676
1446.551759,3.709295767,-1.292750715,-607.8133321
-2346.9003,-5.94067104,2.813040355,1248.239184
2424.557342,6.079829283,-3.646603846,-1570.042568
-1552.687811,-3.85645635,2.813131361,1186.466675
562.4478622,1.383431151,-1.193461121,-495.8619084
-88.19253329,-0.2147839947,0.2146982849,88.19244001
1,1,1,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
