2.506666667,1.093333333,1.093333333,2.506666667
0,3,4.5,3
4.470267107e-13,2.551968569,5.993208694e-09,-5.850854811
-1.225259156e-12,-0.4464458194,-1.741549224,-2.346695677
-8.861750219e-12,-0.7000873622,1.068921179e-07,8.436924127
2.427921024e-12,-0.02161160048,0.2548462044,-0.5970738688
117.3290371,0.4681348434,0.08702685638,21.53706422
-582.404636,-1.68039514,-0.5795725405,-179.9432108
1514.622356,4.307576033,1.917080912,633.5557895
-2454.215665,-7.003729453,-3.889309798,-1305.097123
2535.388483,7.263120566,4.840177086,1641.626599
-1623.64135,-4.669138789,-3.630231665,-1240.598023
588.1418374,1.697863454,1.508704114,518.4962406
-92.22006099,-0.2672553012,-0.2671720589,-92.21963676
0,1,1.077628627e-14,-1
4.191831368e-13,-0.1065324711,-1.530087929,-0.2442451383
-1.143750519e-12,-1.030462421,-5.846071369e-09,5.416517689
-8.300639588e-12,-0.1231023282,0.6196157292,-1.483535106
2.275349981e-12,0.2230562735,1.575414342e-07,-6.163029431
103.0606553,0.3904034995,-0.1363679366,-22.83363629
-538.9501146,-1.567483426,0.3522465541,173.9150618
1417.591042,3.879919915,-1.352670552,-595.1106558
-2299.754457,-6.213725923,2.943483888,1222.474286
2375.738609,6.359263441,-3.815492792,-1537.849632
-1521.35137,-4.033685781,2.943294041,1162.252444
551.0698749,1.447001511,-1.248639364,-485.7772052
-86.40424023,-0.2246522886,0.224618209,86.40362884
1,1,1,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
