1.673333333,0.74,0.7133333333,1.673333333
0,3,4.5,3
1.648169349e-12,2.595950781,-0.06246426099,-5.871876073
0,-0.4572300374,-1.680865911,-2.338482086
-5.882867567e-11,-0.7384750359,0.01765879935,8.55086373
0,-0.02592023399,0.2401807348,-0.6949010236
116.2744325,0.4919177711,0.07720635095,21.17231469
-576.5537953,-1.750493981,-0.5269568142,-177.9686431
1498.948512,4.490825216,1.740306498,626.9623325
-2428.64911,-7.304309562,-3.530496295,-1291.278446
2508.884403,7.576285399,4.394065981,1623.951614
-1606.609127,-4.87128192,-3.295855348,-1227.085439
581.9505472,1.771637654,1.369803137,512.8007074
-91.24586237,-0.2789060501,-0.2425828723,-91.20004434
0,1,7.145872104e-12,-1
1.313905679e-12,-0.08010749183,-1.499037716,-0.3357696366
0,-1.044671615,-0.00793703908,5.537287904
-5.410961836e-11,-0.1455345686,0.5821216872,-1.226176767
0,0.2274494117,0.008298672749,-6.476978472
100.2968963,0.4039333888,-0.12597302,-24.12922581
-523.7460154,-1.599595941,0.3363040929,181.3409673
1377.031821,3.957825215,-1.299449034,-619.2550686
-2233.757412,-6.33647823,2.823756129,1271.544023
2307.468815,6.48189275,-3.656559156,-1599.284764
-1477.573917,-4.109627368,2.818782306,1208.527207
535.1908917,1.473596147,-1.195242349,-505.0700898
-83.91108032,-0.2286816975,0.2149354256,89.82858728
1,1,1,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
