1.326666667,1.006666667,1,1,1.006666667,1.326666667
0,2,4,4,4,2
-1.488048252e-10,4.026666667,0,0,-3.9476397e-12,-5.306666667
0,0.5255066472,0,0,0,0.9127049645
-7.510837211e-12,-3.371636985,0,0,5.335583795e-11,7.717367918
0,-0.9297536523,0,0,0,-2.804608399
27.96922866,-14.72672228,0,0,-85.23729899,-14.95775207
-109.2449905,120.9176939,0,0,427.917549,33.52596853
250.8713756,-433.3374633,0,0,-1113.204922,-36.72573762
-372.4815943,909.109808,0,0,1797.340151,-2.273329553
352.1671801,-1158.160283,0,0,-1849.006799,64.22721586
-204.465303,882.9899618,0,0,1179.067601,-81.06229512
66.37724076,-371.4357351,0,0,-425.2683291,43.94024189
-9.193137257,66.39195732,0,0,66.39204932,-9.193109741
0,2,1,0,-1,-2
3.538816765e-11,-2.43025891e-11,-1,-1,-1.006666667,-2.703619374e-10
0,-3.31695998,0,0,0,5.760928728
-1.4437874e-10,2.609419027,0,0,6.909793711e-12,5.972720942
0,1.984693013,0,0,0,-5.986839624
267.9430886,2.551641969,0,0,-8.799991526,-86.93319741
-1436.809387,-36.83048495,0,0,43.44791544,473.8679834
3806.550023,112.3427486,0,0,-117.1407354,-1570.607585
-6175.626846,-198.6176503,0,0,202.9783884,3234.400986
6371.60478,221.4132026,0,0,-224.8046232,-4083.98284
-4074.978482,-152.2623557,0,0,153.7156105,3094.56761
1474.154594,58.97732916,0,0,-59.24144663,-1295.897298
-230.8377706,-9.851583327,0,0,9.851549057,230.8375305
1,1.25,1.5,1.5,1.5,1.25
-6.803818207e-11,6.23847439e-11,0,0,3.138417895e-12,6.272287519e-11
0,0.4352656349,0,0,0,0.7559735158
-3.554463148e-11,1.498164512,0,0,2.567467134e-11,-3.4291611
0,-1.082154275,0,0,0,-3.264327405
65.49623776,-10.71850086,0,0,-38.06215859,26.47163522
-361.745301,57.40262061,0,0,204.759526,-98.87680202
960.6748681,-197.2443675,0,0,-540.4617754,329.2239874
-1545.921112,419.6563457,0,0,871.3298151,-711.4023607
1578.60404,-541.5636458,0,0,-892.8656551,929.5334221
-999.0196335,416.5251908,0,0,567.083535,-720.8461261
357.5353965,-176.3281099,0,0,-203.7025338,306.9581916
-55.37449565,31.66919106,0,0,31.66924682,-55.37443246
