1.45,1.05,0.3846153846,0.3846153846,1.05,1.45
0,2,4,4,4,2
-3.382098367e-11,4.2,0,0,-2.316029771e-11,-5.8
0,0.3943618738,0,0,0,0.7520597695
-5.327270369e-13,-4.026225905,0,0,1.934288458e-11,10.60313398
0,-0.5548587026,0,0,0,-2.017892495
-10.14323107,-11.99395978,0,0,-75.90125408,-33.85305327
104.7353824,107.6771131,0,0,376.5051298,110.209312
-323.4406526,-387.4934354,0,0,-977.1579667,-277.3969457
561.4386186,809.4276529,0,0,1578.712172,490.0269539
-611.9187777,-1027.578288,0,0,-1625.91033,-556.3761817
412.460324,781.5536527,0,0,1037.981378,388.656194
-156.925203,-328.189551,0,0,-374.8126186,-152.5970927
25.7935394,58.58353858,0,0,58.58349026,25.79351224
0,2,1,0,-1,-2
-9.323381642e-11,-7.297099399e-11,-1,-1,-2.73,4.794477403e-10
0,-0.8024378028,0,0,0,1.530272585
7.562510623e-12,4.638910647,0,0,-3.968897417e-11,12.2166498
0,-2.859300105,0,0,0,10.39857372
368.6114073,-36.53057608,0,0,144.9397544,-132.5554961
-2008.477498,204.1902071,0,0,-766.8906612,565.3702075
5319.960279,-716.206475,0,0,2015.565898,-1900.413956
-8573.248883,1536.359636,0,0,-3244.242175,4062.403749
8774.02407,-1991.712925,0,0,3320.067008,-5265.58865
-5565.389061,1536.534021,0,0,-2105.829441,4061.773593
1996.485184,-651.8840631,0,0,755.3927536,-1723.100391
-309.9654985,117.2730023,0,0,-117.2731371,309.9654468
1,1.25,1.5,1.5,1.5,1.25
-2.287472989e-11,-1.928158836e-11,0,0,2.521602391e-11,-9.095334918e-11
0,0.4901674307,0,0,0,0.9347637371
1.464654673e-12,1.379900583,0,0,1.033905612e-11,-3.633991546
0,-1.169003553,0,0,0,-4.251383613
70.16346088,-10.14846948,0,0,-36.98617651,29.33847156
-388.517536,55.6402152,0,0,198.6188831,-105.7489599
1032.3479,-191.635071,0,0,-524.0075843,350.9492773
-1660.840536,407.5461736,0,0,844.8284899,-759.9290903
1695.226373,-525.7093983,0,0,-865.8180259,994.5174043
-1072.349784,404.2146384,0,0,549.9756089,-772.0458807
383.6040796,-171.0811774,0,0,-197.5832413,329.0033366
-59.38395818,30.72202446,0,0,30.72204607,-59.38394756
