1.358333333,1.058333333,1,1,1.058333333,1.358333333
0,2.5,4.5,4.5,4.5,2.5
-8.974997813e-11,4.233333333,0,0,4.748742116e-11,-5.433333333
0,-0.1470600147,0,0,0,-0.2422493444
-4.844686177e-11,-2.895045511,0,0,-1.105644794e-11,6.120783715
0,-0.4574915638,0,0,0,-1.24141365
90.74352392,-13.88139198,0,0,-83.17355589,6.135177487
-445.7725486,111.5438282,0,0,417.5128319,-81.82796938
1143.503488,-405.2728652,0,0,-1084.842517,342.4198197
-1823.008126,859.7383688,0,0,1747.963963,-777.3582001
1851.29022,-1103.302116,0,0,-1794.145171,1038.006033
-1164.89147,845.3723657,0,0,1141.448713,-816.3403586
414.4246371,-356.9014816,0,0,-410.7339435,351.0513108
-63.78972368,63.96955613,0,0,63.96968021,-63.78960001
0,2.25,1,0,-1,-2.25
2.431619744e-11,-1.189409012e-11,-1,-1,-1.058333334,8.059005077e-11
0,-4.306307421,0,0,0,7.093699978
-1.798366785e-10,2.668443843,0,0,-4.709859759e-12,5.641697517
0,3.147823602,0,0,0,-8.541748494
287.9212616,8.451193265,0,0,-30.93343364,-91.11023028
-1539.457795,-76.79090485,0,0,160.1526806,516.3698415
4077.499474,246.141325,0,0,-425.3047505,-1710.953711
-6620.574627,-471.0068344,0,0,704.0237351,3509.220506
6837.636813,562.1782399,0,0,-743.4112377,-4417.692354
-4377.53069,-408.7959874,0,0,486.4653462,3340.409701
1585.250015,165.8878682,0,0,-180.0085486,-1396.681534
-248.4944526,-28.82485976,0,0,28.82454184,248.4941319
1,1.5,2,2,2,1.5
-9.301043144e-11,2.765629808e-11,0,0,8.898798699e-11,-3.607076437e-11
0,0.8045205851,0,0,0,1.325271523
-7.964614283e-11,3.135534683,0,0,-1.119507322e-11,-6.629233
0,-2.048476096,0,0,0,-5.558604602
126.2180942,-22.13656946,0,0,-77.43708513,50.0454483
-696.1156861,116.9316824,0,0,417.0122658,-190.7176327
1848.070992,-401.2610563,0,0,-1100.997519,636.1662064
-2974.337444,853.97661,0,0,1774.976349,-1373.078571
3037.943767,-1102.362317,0,0,-1818.696804,1792.519031
-1923.035971,848.0052312,0,0,1155.006828,-1389.281557
688.4029142,-359.0359882,0,0,-414.8550444,591.3561486
-106.6466665,64.49082793,0,0,64.49100968,-106.646508
